CaseStudy,Reference,Scenario,fci_class,tci_class,fixed_op_class,total_op_class,annual_op_class,elect_intens_class,catchem_class,other_class,wr_const_class,Unit,Type,UnitName,ToUnitName,FromPort,Parameter
gila_river,nawi,both_ro,,,,,,,5,,,cation_exchange,treatment,mixed_bed_cx,"industrial_a,evaporation_pond","outlet,waste",
gila_river,nawi,both_ro,,,,,,,5,,,basic_unit,treatment,ultra_filtration,"reverse_osmosis,evaporation_pond","outlet,waste",{'unit_process_name': 'ultra_filtration'}
gila_river,nawi,both_ro,3,3,,,,3,5,,,reverse_osmosis,treatment,reverse_osmosis,"industrial_b,evaporation_pond","outlet,waste",{'erd': 'no'}
gila_river,nawi,both_ro,3.5,3.5,,,,,5,,,evaporation_pond,treatment,evaporation_pond,landfill_zld,waste,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 20, 'solar_rad': 25}"
gila_river,nawi,both_ro,,,,,,,5,,,basic_unit,use,industrial_a,,,{'unit_process_name': 'industrial'}
gila_river,nawi,both_ro,,,,,,,5,,,basic_unit,use,industrial_b,,,{'unit_process_name': 'industrial'}
gila_river,nawi,both_ro,,,,,,,5,,,landfill_zld,waste,landfill_zld,,,
,,,,,,,,,,,,,,,,,"{'approach': 'wt3', 'evap_method': 'jensen', 'air_temp': 20, 'solar_rad': 25, 'area': 43.5}"
AGRICULTURE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
beef,nawi,baseline,,,,,,,5,,,basic_unit,intake,screen,"dissolved_air_flotation,sludge_tank","outlet,waste","{'water_type': ['beef_processing'], 'unit_process_name': 'screen'}"
beef,nawi,baseline,,,,,,,5,,,basic_unit,treatment,dissolved_air_flotation,"anaerobic_digestion_oxidation,sludge_tank","outlet,waste",{'unit_process_name': 'dissolved_air_flotation'}
beef,nawi,baseline,,,,,,,5,,,basic_unit,treatment,anaerobic_digestion_oxidation,"discharge,sludge_tank","outlet,waste",{'unit_process_name': 'anaerobic_digestion_oxidation'}
beef,nawi,baseline,,,,,,,5,,,basic_unit,use,discharge,,,{'unit_process_name': 'passthrough'}
beef,nawi,baseline,,,,,,,5,,,basic_unit,waste,sludge_tank,,,{'unit_process_name': 'sludge_tank'}
,,,,,,,,,,,,,,,,,
monterey_one,nawi,baseline_disp,,,,,,,5,,,water_pumping_station,intake,water_pumping_station,coag_and_floc,outlet,"{'water_type': ['secondary_ww'], 'pump_type': 'raw', 'lift_height': 100}"
monterey_one,nawi,baseline_disp,,,,,,,5,,,coag_and_floc,treatment,coag_and_floc,"dual_media_filtration,landfill","outlet,waste","{'alum_dose' : 10, 'polymer_dose': 0.1}"
monterey_one,nawi,baseline_disp,,,,,,,5,,,basic_unit,treatment,dual_media_filtration,"chlorination,landfill","outlet,waste",{'unit_process_name': 'dual_media_filtration'}
monterey_one,nawi,baseline_disp,4,4,,,,,5,,,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
monterey_one,nawi,baseline_disp,,,,,,,5,,,treated_storage,treatment,treated_storage,intrusion_mitigation,outlet,{'hours': 24}
monterey_one,nawi,baseline_disp,,,,,,,5,,,basic_unit,use,intrusion_mitigation,,,{'unit_process_name': 'intrusion_mitigation'}
monterey_one,nawi,baseline_disp,,,,,,,5,,,landfill,waste,landfill,,,
,,,,,,,,,,,,,,,,,
monterey_one,nawi,baseline,,,,,,,5,,,water_pumping_station,intake,water_pumping_station,coag_and_floc,outlet,"{'water_type': ['secondary_ww'], 'pump_type': 'raw', 'lift_height': 100}"
monterey_one,nawi,baseline,,,,,,,5,,,coag_and_floc,treatment,coag_and_floc,"dual_media_filtration,landfill","outlet,waste","{'alum_dose' : 10, 'polymer_dose': 0.1}"
monterey_one,nawi,baseline,,,,,,,5,,,basic_unit,treatment,dual_media_filtration,"chlorination,landfill","outlet,waste",{'unit_process_name': 'dual_media_filtration'}
monterey_one,nawi,baseline,4,4,,,,,5,,,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
monterey_one,nawi,baseline,,,,,,,5,,,treated_storage,treatment,treated_storage,intrusion_mitigation,outlet,{'hours': 24}
monterey_one,nawi,baseline,,,,,,,5,,,basic_unit,use,intrusion_mitigation,,,{'unit_process_name': 'intrusion_mitigation'}
monterey_one,nawi,baseline,,,,,,,5,,,landfill,waste,landfill,,,
,,,,,,,,,,,,,,,,,
What-if: Add RO to current configuration to assess impact on costs and outlet TDS. ,,,,,,,,,,,,,,,,,
monterey_one,nawi,add_ro,,,,,,,5,,,water_pumping_station,intake,water_pumping_station,coag_and_floc,outlet,"{'water_type': ['secondary_ww'], 'pump_type': 'raw', 'lift_height': 100}"
monterey_one,nawi,add_ro,,,,,,,5,,,coag_and_floc,treatment,coag_and_floc,"dual_media_filtration,landfill","outlet,waste","{'alum_dose' : 10, 'polymer_dose': 0.1}"
monterey_one,nawi,add_ro,,,,,,,5,,,basic_unit,treatment,dual_media_filtration,"reverse_osmosis,landfill","outlet,waste",{'unit_process_name': 'dual_media_filtration'}
monterey_one,nawi,add_ro,3.5,3.5,,,,3.5,5,,,reverse_osmosis,treatment,reverse_osmosis,"chlorination,landfill","outlet,waste",{'erd': 'no'}
monterey_one,nawi,add_ro,4,4,,,,,5,,,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
monterey_one,nawi,add_ro,,,,,,,5,,,treated_storage,treatment,treated_storage,intrusion_mitigation,outlet,{'hours': 24}
monterey_one,nawi,add_ro,,,,,,,5,,,basic_unit,use,intrusion_mitigation,,,{'unit_process_name': 'intrusion_mitigation'}
monterey_one,nawi,add_ro,,,,,,,5,,,landfill,waste,landfill,,,
,,,,,,,,,,,,,,,,,
Add EDR to current configuration to assess impact on costs and outlet TDS. ,,,,,,,,,,,,,,,,,
monterey_one,nawi,add_edr,,,,,,,5,,,water_pumping_station,intake,water_pumping_station,coag_and_floc,outlet,"{'water_type': ['secondary_ww'], 'pump_type': 'raw', 'lift_height': 100}"
monterey_one,nawi,add_edr,,,,,,,5,,,coag_and_floc,treatment,coag_and_floc,"dual_media_filtration,landfill","outlet,waste","{'alum_dose' : 10, 'polymer_dose': 0.1}"
monterey_one,nawi,add_edr,,,,,,,5,,,basic_unit,treatment,dual_media_filtration,"electrodialysis_reversal,landfill","outlet,waste",{'unit_process_name': 'dual_media_filtration'}
monterey_one,nawi,add_edr,,,,,,,5,,,electrodialysis_reversal,treatment,electrodialysis_reversal,"chlorination,landfill","outlet,waste",
monterey_one,nawi,add_edr,4,4,,,,,5,,,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
monterey_one,nawi,add_edr,,,,,,,5,,,treated_storage,treatment,treated_storage,intrusion_mitigation,outlet,{'hours': 24}
monterey_one,nawi,add_edr,,,,,,,5,,,basic_unit,use,intrusion_mitigation,,,{'unit_process_name': 'intrusion_mitigation'}
monterey_one,nawi,add_edr,,,,,,,5,,,landfill,waste,landfill,,,
,,,,,,,,,,,,,,,,,
Add Ion exchange (Or other in-house desal technology) to current configuration to assess impact on costs and outlet TDS. ,,,,,,,,,,,,,,,,,
monterey_one,nawi,add_ix,,,,,,,5,,,water_pumping_station,intake,water_pumping_station,coag_and_floc,outlet,"{'water_type': ['secondary_ww'], 'pump_type': 'raw', 'lift_height': 10}"
monterey_one,nawi,add_ix,,,,,,,5,,,coag_and_floc,treatment,coag_and_floc,"dual_media_filtration,landfill","outlet,waste","{'alum_dose' : 10, 'polymer_dose': 0.1}"
monterey_one,nawi,add_ix,,,,,,,5,,,basic_unit,treatment,dual_media_filtration,"ion_exchange,landfill","outlet,waste",{'unit_process_name': 'dual_media_filtration'}
monterey_one,nawi,add_ix,,,,,,,5,,,anion_exchange_epa,treatment,ion_exchange,"chlorination,landfill","outlet,waste",{'tds_in': 15}
monterey_one,nawi,add_ix,4,4,,,,,5,,,chlorination,treatment,chlorination,treated_storage,outlet,{'chemical_name': 'Chlorine'}
monterey_one,nawi,add_ix,,,,,,,5,,,treated_storage,treatment,treated_storage,intrusion_mitigation,outlet,{'hours': 24}
monterey_one,nawi,add_ix,,,,,,,5,,,basic_unit,use,intrusion_mitigation,,,{'unit_process_name': 'intrusion_mitigation'}
monterey_one,nawi,add_ix,,,,,,,5,,,landfill,waste,landfill,,,
,,,,,,,,,,,,,,,,,
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,intake,feed_water_tank,drainage_sump_pump1,outlet,"{'water_type':['irrigation_and_drainage'], 'unit_process_name': 'feed_water_tank'}"
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,drainage_sump_pump1,drainage_sump_pump2,outlet,{'unit_process_name': 'drainage_sump_pump1'}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,drainage_sump_pump2,raw_water_pump1,outlet,{'unit_process_name': 'drainage_sump_pump2'}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,raw_water_pump1,raw_water_pump2,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,raw_water_pump2,sodium_hypochlorite_1,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,baseline,,,,,,,5,,,chemical_addition,treatment,sodium_hypochlorite_1,molasses_addition,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 1}"
san_luis,nawi,baseline,,,,,,,5,,,chemical_addition,treatment,molasses_addition,glycerin_addition,outlet,"{'chemical_name': 'Molasses', 'dose': 5}"
san_luis,nawi,baseline,,,,,,,5,,,chemical_addition,treatment,glycerin_addition,hydrochloric_acid_addition_1,outlet,"{'chemical_name': 'Glycerin (C3H8O3)', 'dose': 4}"
san_luis,nawi,baseline,,,,,,,5,,,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_1,bioreactor_feed_pump,outlet,{'dose': 10}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,bioreactor_feed_pump,bioreactor_feed_pump_2,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,bioreactor_feed_pump_2,abmet_interstage_pump,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,abmet_interstage_pump,abmet_interstage_pump_2,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,abmet_interstage_pump_2,abmet_intermediate_pump,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,abmet_intermediate_pump,abmet_intermediate_pump_2,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,abmet_intermediate_pump_2,bioreactor,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,bioreactor,"bioreactor_effluent_pump,bioreactor_bw_pump","outlet,waste",{'unit_process_name': 'bioreactor'}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,bioreactor_effluent_pump,bioreactor_effluent_pump_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,bioreactor_effluent_pump_2,sodium_hypochlorite_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,bioreactor_bw_pump,"clarifier,clarifier_2","outlet,outlet","{'unit_process_name': 'bioreactor_bw_pump', 'split_fraction': [0.5, 0.5]}"
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,clarifier,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,clarifier_2,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,filter_press,"sodium_hypochlorite_2,smp","outlet,waste",{'unit_process_name': 'microscreen_filtration'}
san_luis,nawi,baseline,,,,,,,5,,,chemical_addition,treatment,sodium_hypochlorite_2,uf_feed_pump,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 9.5}"
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,uf_feed_pump,ultra_filtration,outlet,{'unit_process_name': 'uf_feed_pump'}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,ultra_filtration,"hydrochloric_acid_addition_2,smp","outlet,waste",{'unit_process_name': 'ultra_filtration'}
san_luis,nawi,baseline,,,,,,,5,,,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_2,sodium_bisulfite_addition,outlet,{'dose': 10}
san_luis,nawi,baseline,,,,,,,5,,,sodium_bisulfite_addition,treatment,sodium_bisulfite_addition,anti_scalant_addition,outlet,{'dose': 0.01}
san_luis,nawi,baseline,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,"lp_transfer_pump,lp_transfer_pump_2","outlet,outlet","{'dose': 5,'split_fraction': [0.5, 0.5]}"
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,lp_transfer_pump,reverse_osmosis_1,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,baseline,3,3,,,,3,5,,,reverse_osmosis,treatment,reverse_osmosis_1,"agriculture,smp","outlet,waste",{'erd': 'no'}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,treatment,lp_transfer_pump_2,reverse_osmosis_2,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,baseline,3,3,,,,3,5,,,reverse_osmosis,treatment,reverse_osmosis_2,"agriculture,smp","outlet,waste",{'erd': 'no'}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,use,agriculture,,,{'unit_process_name': 'passthrough'}
san_luis,nawi,baseline,,,,,,,5,,,basic_unit,waste,smp,,,{'unit_process_name': 'smp'}
,,,,,,,,,,,,,,,,,
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,intake,feed_water_tank,drainage_sump_pump1,outlet,"{'water_type':['irrigation_and_drainage'], 'unit_process_name': 'feed_water_tank'}"
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,drainage_sump_pump1,drainage_sump_pump2,outlet,{'unit_process_name': 'drainage_sump_pump1'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,drainage_sump_pump2,raw_water_pump1,outlet,{'unit_process_name': 'drainage_sump_pump2'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,raw_water_pump1,raw_water_pump2,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,raw_water_pump2,sodium_hypochlorite_1,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,chemical_addition,treatment,sodium_hypochlorite_1,molasses_addition,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 1}"
san_luis,nawi,1p5_mgd,,,,,,,5,,,chemical_addition,treatment,molasses_addition,glycerin_addition,outlet,"{'chemical_name': 'Molasses', 'dose': 5}"
san_luis,nawi,1p5_mgd,,,,,,,5,,,chemical_addition,treatment,glycerin_addition,hydrochloric_acid_addition_1,outlet,"{'chemical_name': 'Glycerin (C3H8O3)', 'dose': 4}"
san_luis,nawi,1p5_mgd,,,,,,,5,,,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_1,bioreactor_feed_pump,outlet,{'dose': 10}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_feed_pump,bioreactor_feed_pump_2,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_feed_pump_2,abmet_interstage_pump,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,abmet_interstage_pump,abmet_interstage_pump_2,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,abmet_interstage_pump_2,abmet_intermediate_pump,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,abmet_intermediate_pump,abmet_intermediate_pump_2,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,abmet_intermediate_pump_2,bioreactor,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,bioreactor,"bioreactor_effluent_pump,bioreactor_bw_pump","outlet,waste",{'unit_process_name': 'bioreactor'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_effluent_pump,bioreactor_effluent_pump_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_effluent_pump_2,sodium_hypochlorite_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_bw_pump,"clarifier,clarifier_2","outlet,outlet","{'unit_process_name': 'bioreactor_bw_pump', 'split_fraction': [0.5, 0.5]}"
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,clarifier,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,clarifier_2,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,filter_press,"sodium_hypochlorite_2,smp","outlet,waste",{'unit_process_name': 'microscreen_filtration'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,chemical_addition,treatment,sodium_hypochlorite_2,uf_feed_pump,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 9.5}"
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,uf_feed_pump,ultra_filtration,outlet,{'unit_process_name': 'uf_feed_pump'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,ultra_filtration,"hydrochloric_acid_addition_2,smp","outlet,waste",{'unit_process_name': 'ultra_filtration'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_2,sodium_bisulfite_addition,outlet,{'dose': 10}
san_luis,nawi,1p5_mgd,,,,,,,5,,,sodium_bisulfite_addition,treatment,sodium_bisulfite_addition,anti_scalant_addition,outlet,{'dose': 0.01}
san_luis,nawi,1p5_mgd,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,"lp_transfer_pump,lp_transfer_pump_2","outlet,outlet","{'dose': 5,'split_fraction': [0.5, 0.5]}"
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,lp_transfer_pump,reverse_osmosis_1,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,1p5_mgd,3,3,,,,3,5,,,reverse_osmosis,treatment,reverse_osmosis_1,"agriculture,smp","outlet,waste",{'erd': 'no'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,treatment,lp_transfer_pump_2,reverse_osmosis_2,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,1p5_mgd,3,3,,,,3,5,,,reverse_osmosis,treatment,reverse_osmosis_2,"agriculture,smp","outlet,waste",{'erd': 'no'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,use,agriculture,,,{'unit_process_name': 'passthrough'}
san_luis,nawi,1p5_mgd,,,,,,,5,,,basic_unit,waste,smp,,,{'unit_process_name': 'smp'}
,,,,,,,,,,,,,,,,,
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,intake,feed_water_tank,drainage_sump_pump1,outlet,"{'water_type':['irrigation_and_drainage'], 'unit_process_name': 'feed_water_tank'}"
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,drainage_sump_pump1,drainage_sump_pump2,outlet,{'unit_process_name': 'drainage_sump_pump1'}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,drainage_sump_pump2,raw_water_pump1,outlet,{'unit_process_name': 'drainage_sump_pump2'}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,raw_water_pump1,raw_water_pump2,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,raw_water_pump2,sodium_hypochlorite_1,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,3_mgd,,,,,,,5,,,chemical_addition,treatment,sodium_hypochlorite_1,molasses_addition,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 1}"
san_luis,nawi,3_mgd,,,,,,,5,,,chemical_addition,treatment,molasses_addition,glycerin_addition,outlet,"{'chemical_name': 'Molasses', 'dose': 5}"
san_luis,nawi,3_mgd,,,,,,,5,,,chemical_addition,treatment,glycerin_addition,hydrochloric_acid_addition_1,outlet,"{'chemical_name': 'Glycerin (C3H8O3)', 'dose': 4}"
san_luis,nawi,3_mgd,,,,,,,5,,,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_1,bioreactor_feed_pump,outlet,{'dose': 10}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_feed_pump,bioreactor_feed_pump_2,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_feed_pump_2,abmet_interstage_pump,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,abmet_interstage_pump,abmet_interstage_pump_2,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,abmet_interstage_pump_2,abmet_intermediate_pump,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,abmet_intermediate_pump,abmet_intermediate_pump_2,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,abmet_intermediate_pump_2,bioreactor,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,bioreactor,"bioreactor_effluent_pump,bioreactor_bw_pump","outlet,waste",{'unit_process_name': 'bioreactor'}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_effluent_pump,bioreactor_effluent_pump_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_effluent_pump_2,sodium_hypochlorite_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_bw_pump,"clarifier,clarifier_2","outlet,outlet","{'unit_process_name': 'bioreactor_bw_pump', 'split_fraction': [0.5, 0.5]}"
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,clarifier,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,clarifier_2,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,filter_press,"sodium_hypochlorite_2,smp","outlet,waste",{'unit_process_name': 'microscreen_filtration'}
san_luis,nawi,3_mgd,,,,,,,5,,,chemical_addition,treatment,sodium_hypochlorite_2,uf_feed_pump,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 9.5}"
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,uf_feed_pump,ultra_filtration,outlet,{'unit_process_name': 'uf_feed_pump'}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,ultra_filtration,"hydrochloric_acid_addition_2,smp","outlet,waste",{'unit_process_name': 'ultra_filtration'}
san_luis,nawi,3_mgd,,,,,,,5,,,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_2,sodium_bisulfite_addition,outlet,{'dose': 10}
san_luis,nawi,3_mgd,,,,,,,5,,,sodium_bisulfite_addition,treatment,sodium_bisulfite_addition,anti_scalant_addition,outlet,{'dose': 0.01}
san_luis,nawi,3_mgd,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,"lp_transfer_pump,lp_transfer_pump_2","outlet,outlet","{'dose': 5,'split_fraction': [0.5, 0.5]}"
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,lp_transfer_pump,reverse_osmosis_1,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,3_mgd,3,3,,,,3,5,,,reverse_osmosis,treatment,reverse_osmosis_1,"agriculture,smp","outlet,waste",{'erd': 'no'}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,treatment,lp_transfer_pump_2,reverse_osmosis_2,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,3_mgd,3,3,,,,3,5,,,reverse_osmosis,treatment,reverse_osmosis_2,"agriculture,smp","outlet,waste",{'erd': 'no'}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,use,agriculture,,,{'unit_process_name': 'passthrough'}
san_luis,nawi,3_mgd,,,,,,,5,,,basic_unit,waste,smp,,,{'unit_process_name': 'smp'}
,,,,,,,,,,,,,,,,,
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,intake,feed_water_tank,drainage_sump_pump1,outlet,"{'water_type':['irrigation_and_drainage'], 'unit_process_name': 'feed_water_tank'}"
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,drainage_sump_pump1,drainage_sump_pump2,outlet,{'unit_process_name': 'drainage_sump_pump1'}
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,drainage_sump_pump2,raw_water_pump1,outlet,{'unit_process_name': 'drainage_sump_pump2'}
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,raw_water_pump1,raw_water_pump2,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,raw_water_pump2,sodium_hypochlorite_1,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,5_mgd,,,,,,,5,,,chemical_addition,treatment,sodium_hypochlorite_1,molasses_addition,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 1}"
san_luis,nawi,5_mgd,,,,,,,5,,,chemical_addition,treatment,molasses_addition,glycerin_addition,outlet,"{'chemical_name': 'Molasses', 'dose': 5}"
san_luis,nawi,5_mgd,,,,,,,5,,,chemical_addition,treatment,glycerin_addition,hydrochloric_acid_addition_1,outlet,"{'chemical_name': 'Glycerin (C3H8O3)', 'dose': 4}"
san_luis,nawi,5_mgd,,,,,,,5,,,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_1,bioreactor_feed_pump,outlet,{'dose': 10}
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_feed_pump,bioreactor_feed_pump_2,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
