compound,c0,c0_std,c_norm,bv,cb,tb,bed_depth,bed_diam,bed_vol,resin_dens,vel_bed,ref,conc_units,flow_in,ebct,resin,notes
pfbs,33,7.7,0,0,0,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfbs,33,7.7,0,18955.82329,0,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfbs,33,7.7,0.138801262,26666.66667,4.58044164,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfbs,33,7.7,0.287697161,33092.36948,9.494006309,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfbs,33,7.7,0.338170347,44658.63454,11.15962145,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfbs,33,7.7,0.434069401,48192.77108,14.32429022,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfhxs,300,80,0,0,0,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfhxs,300,80,-0.000244014,3855.421687,-0.073204209,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfhxs,300,80,0.093071018,9477.911647,27.92130548,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfhxs,300,80,0.024452239,13654.61847,7.335671801,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfhxs,300,80,0.327934523,18634.53815,98.38035687,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfhxs,300,80,0.532540288,25863.45382,159.7620863,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfhxs,300,80,0.699252707,31807.22892,209.7758121,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfhxs,300,80,0.749204413,42570.28112,224.7613238,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfhxs,300,80,0.812292207,45783.13253,243.687662,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfhxs,300,80,0,0,0,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfhxs,300,80,0,3855.421687,0,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfhxs,300,80,0.050473186,9477.911647,15.14195584,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfhxs,300,80,0,13654.61847,0,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfhxs,300,80,0.022712934,19277.10843,6.813880126,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfhxs,300,80,0.017665615,26827.30924,5.299684543,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfhxs,300,80,0.083280757,33253.01205,24.98422713,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfhxs,300,80,0.100946372,44658.63454,30.28391167,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfhxs,300,80,0.113564669,48192.77108,34.06940063,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfos,130,44,0,0,0,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfos,130,44,-0.000599868,9477.911647,-0.077982817,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfos,130,44,-0.000854049,13493.9759,-0.111026384,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfos,130,44,0.117807941,18634.53815,15.31503228,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfos,130,44,0.375578262,25863.45382,48.82517411,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfos,130,44,0.413176758,31807.22892,53.7129785,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfos,130,44,0.382125972,42409.63855,49.67637639,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfos,130,44,0.341395964,45943.7751,44.38147527,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a600,
pfos,130,44,0,0,0,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfos,130,44,0,9638.554217,0,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfos,130,44,0,18955.82329,0,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfos,130,44,0.003785489,26827.30924,0.492113565,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfos,130,44,0,33253.01205,0,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfos,130,44,0.00681388,44497.99197,0.885804416,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
pfos,130,44,0.006561514,48192.77108,0.852996845,#DIV/0!,0.000227125,0.055,5.00E-04,,,franke_2021,ng/L,1.67E-06,5,a694,
