,Feedt,S_It,S_St,X_It,X_St,X_BHt,X_BA,X_P
104,0.14951257089170636,0.030000000000000065,0.0008682807429969939,0.0036624826723291246,0.00013729086510677976,0.007333472972089755,0.00048333967666712294,0.001082574681188594
105,0.16457095183778003,0.02999999999984629,0.0008875221461804777,0.003662482672150284,0.00014870122973832794,0.007752652170989814,0.00047540627336407226,0.0011434286195151256
106,0.21609440861905377,0.02999999999990131,0.0009746953100306051,0.0036624826723059382,0.0001954015455664454,0.009183750288339522,0.00044744589290360303,0.001350783191458129
107,0.1845400997696473,0.030000000000000027,0.0009149549518370704,0.003662482672329127,0.00016481677847329427,0.008308061514830278,0.00046527390060000976,0.001223977483180064
108,0.1641986342627052,0.029999999999999978,0.0008870520977976046,0.0036624826723291996,0.00014841433550431517,0.007742244842387608,0.00047587871096093986,0.0011419022480443385
109,0.188682079150385,0.02999999999989632,0.000921310665901183,0.00366248267230799,0.00016838713577781907,0.008423234196375787,0.00046278102311214403,0.0012406843796073225
110,0.255305873191598,0.030000000000000037,0.0010947116311446823,0.0036624826723290213,0.0002485732482427942,0.010265700619252076,0.0004219449239583069,0.0015067926477604688
111,0.1750976932954267,0.029999999999853894,0.0009015379372686822,0.0036624826723019124,0.0001570194937841738,0.008045540990262981,0.0004699838058109775,0.0011859176390246896
112,0.19377100857273113,0.03000000000000001,0.0009294840373848827,0.003662482672329082,0.0001728947654105997,0.008564577454075037,0.0004603093917771257,0.0012611582639408176
113,0.17638186486141022,0.02999999999999988,0.0009032711170702965,0.00366248267232958,0.00015805128592739025,0.00808120936958513,0.0004696056589647485,0.001191080594272364
114,0.1894823252903326,0.029999999999947825,0.00092254537599144,0.003662482672317309,0.00016908170031468164,0.008445449109337881,0.0004625125134133619,0.0012438992035011401
115,0.13436207236004352,0.03000000000000001,0.0008487832016344264,0.003662482672329174,0.00012618911350074658,0.006911656584342683,0.0004909106904406172,0.0010213366061993588
116,0.2239490172998287,0.029999999999904308,0.0009951485948336792,0.003662482672304311,0.0002046820272137763,0.00940103520915901,0.00044265422401786465,0.0013821729912048895
117,0.22541440001549637,0.030000000000000054,0.0009991223268171296,0.0036624826723290803,0.00020647411358345994,0.009441508212408719,0.00044195310570522146,0.001388008678389506
118,0.19338515177078222,0.030000000000000037,0.0009288403852799583,0.003662482672329186,0.00017254605320033567,0.008553859427622674,0.0004605191232560062,0.0012596052292812875
119,0.2063891302616408,0.02999999999983813,0.0009529550621396148,0.003662482672295033,0.00018500200624147096,0.00891485729487829,0.0004528976559178546,0.0013118975536069119
120,0.19408665503656242,0.03000000000000002,0.0009300133577121922,0.0036624826723291293,0.0001731808469572263,0.008573344929104025,0.00046013702273229906,0.001262428632258449
121,0.17085416039787005,0.030000000000000006,0.0008957890672657316,0.0036624826723291974,0.00015362232627035615,0.007927435218318967,0.0004724494407590624,0.0011687724394146152
122,0.19476991629934792,0.029999999999901144,0.000931217476089268,0.003662482672308301,0.00017381377146504664,0.008592364423503192,0.00045951065265414524,0.00126519385348706
123,0.2336771796538096,0.03000000000000001,0.0010234643319426873,0.003662482672329098,0.00021719471669548923,0.009669698664458232,0.00043669395410758806,0.0014209341618453104
124,0.2113415602402604,0.02999999999999998,0.0009635189203914018,0.003662482672329186,0.00019015591116063716,0.009052075292855791,0.0004504329539221093,0.0013317357990059546
