,Feed,S_I,S_S,X_I,X_S,X_BH,X_BA,X_P
155,0.2033361237869062,0.6020743509539445,0.642403086222806,1.2711592741174471,2.058410085027288,1.0000000000016527e-06,1.0000000000016527e-06,1.0000000000016527e-06
156,0.19995031004669486,0.5976000108402768,0.684905411133314,1.2618625078994674,2.0400010362909438,9.99999390182577e-07,9.99999390182577e-07,9.99999390182577e-07
157,0.21551277482185585,0.6180335549159294,0.7256948633029489,1.3043276100275765,2.113817949153757,9.999995312561549e-07,9.999995312561549e-07,9.999995312561549e-07
158,0.21624811578011913,0.6189816276874283,0.7567386841727464,1.3062993323045216,2.115970344868658,9.99998820105977e-07,9.99998820105977e-07,9.99998820105977e-07
159,0.2445851409948602,0.6561368757143765,0.7326957519604896,1.3834997259908908,2.2544807721307465,9.999988053615915e-07,9.999988053615915e-07,9.999988053615915e-07
160,0.19957690772356876,0.5971049341819691,0.6824259680642635,1.2608342177094807,2.0382776216398497,9.999987317689957e-07,9.999987317689957e-07,9.999987317689957e-07
161,0.13708012600717395,0.514750475886552,0.6544740568194116,1.0896695062437038,1.7348052559932974,1.0000000000068006e-06,1.0000000000068006e-06,1.0000000000068006e-06
162,0.2332472620951268,0.6413217966102969,0.679805174511192,1.3527157724241174,2.2019793141183404,1.0000000000316364e-06,1.0000000000316364e-06,1.0000000000316364e-06
163,0.2768540257237519,0.6983989452422895,0.6617945531818072,1.4712926298453932,2.4139279226413306,9.999999984866674e-07,9.999999984866674e-07,9.999999984866674e-07
164,0.1940496553633624,0.5898266679672887,0.6972248346438524,1.245708137640029,2.0107042189090927,1.000000000074202e-06,1.000000000074202e-06,1.000000000074202e-06
165,0.20182713038039876,0.6000425400768381,0.723956153342151,1.2669408457650442,2.047332941763694,9.999990835240367e-07,9.999990835240367e-07,9.999990835240367e-07
166,0.2190077965972679,0.6226496171873369,0.6757827119339291,1.313917437226037,2.1330746245049355,1.0000000000125591e-06,1.0000000000125591e-06,1.0000000000125591e-06
167,0.188446056862565,0.5824392346455923,0.7142530156638067,1.2303557186022338,1.982629508334772,1.000000000001653e-06,1.000000000001653e-06,1.000000000001653e-06
168,0.1418616120783519,0.5210541694573592,0.6606797764681193,1.1027716423952483,1.7578570847429364,1.0000000000016527e-06,1.0000000000016527e-06,1.0000000000016527e-06
169,0.17645542370726186,0.5666642771958863,0.6572913347534778,1.197569121415831,1.9267529782229798,9.999979176297257e-07,9.999979176297257e-07,9.999979176297257e-07
170,0.1884402741290308,0.5824194083081201,0.7250127459597742,1.2303159086062272,1.9820864696536027,9.999990109745796e-07,9.999990109745796e-07,9.999990109745796e-07
171,0.2318449573538718,0.6394387971286027,0.7694972734488432,1.3488068331677785,2.1910976751616267,1.0000000000016527e-06,1.0000000000016527e-06,1.0000000000016527e-06
